rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
21,1959,"Cellular, Synaptic, and Neuromorphic Foundations",,STRUCTURE-ACTIVITY DETERMINANTS OF PHARMACOLOGICAL EFFECTS OF AMINO ACIDS AND RELATED COMPOUNDS ON CENTRAL SYNAPSES,"D. Purpura, M. Girado, T. G. Smith, D. Callan, H. Grundfest",Journal of Neurochemistry,126,113.2,"Positions STRUCTURE-ACTIVITY DETERMINANTS OF PHARMACOLOGICAL EFFECTS OF AMINO ACIDS AND RELATED COMPOUNDS ON CENTRAL SYNAPSES within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (126),Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.,https://doi.org/10.1111/j.1471-4159.1959.tb12630.x,10.1111/j.1471-4159.1959.tb12630.x,2450e543238f034013a6740a552a6f9ebcf76154
22,1959,General Brain-AI Structure Reviews and Methods,brain-structure,The mammalian cerebral cortex,B. Burns,Unknown venue,126,103.4,Positions The mammalian cerebral cortex within General Brain Science and Reviews.,high citation signal (126); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.2307/1419527,10.2307/1419527,647e3e9029fc944c999bad57f9aa72efea2f024b
23,1959,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neuromorphic-bci,Electrophysiological correlates of avoidance conditioning in the cat.,"E. John, K. Killam",Journal of Pharmacology and Experimental Therapeutics,125,123.45,"(TCS) have been recorded from cats having electrodes chronically implanted in cortical and subcortical areas during a) initial presentation of the stimulus, b) familiarization, c) acquisition and performance of a conditioned avoidance response (CAR), d) generalization to other frequencies of flickering light, e) transfer to pulsed auditory stimulation, f) blockade of the CAR by reserpine and g) extinction of the CAR.",high citation signal (125); brain-structure signal; brain-to-model interface signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0022-3565(25)12984-4,10.1016/s0022-3565(25)12984-4,35f8d8d8262a54869e142f2667f898dfed8b7d62
24,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,THE CONTROL OF REPRODUCTION IN DIPLOPTERA PUNCTATA (BLATTARIA),F. Engelmann,Unknown venue,125,117.25,"1. In the viviparous roach, Diploptera, the factors controlling the maturation of the eggs were studied during an interval encompassing the first pre-oviposition, first pregnancy, and second pre-oviposition periods.",high citation signal (125); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.2307/1538949,10.2307/1538949,e586a54bd2628c172c011287b94c5bb3ef512cc7
25,1959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,EEG arousal following inactivation of the lower brain stem by selective injection of barbiturate into the vertebral circulation,"F. Magni, G. Moruzzi, G. Rossi, A. Zanchetti",Unknown venue,122,125.02,"Positions EEG arousal following inactivation of the lower brain stem by selective injection of barbiturate into the vertebral circulation within EEG, MEG, and Electrophysiology.",high citation signal (122); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.4449/AIB.V97I1.1687,10.4449/AIB.V97I1.1687,8833cb2fb514dbb255cb7b7d9d6ad4fbf8552d6b
26,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Cholinesterase, succinic dehydrogenase, nucleic acids, esterase and glutathione reductase in sub-cellular fractions from rat brain.","W. Aldridge, M. Johnson",Biochemical Journal,120,122.52,"Positions Cholinesterase, succinic dehydrogenase, nucleic acids, esterase and glutathione reductase in sub-cellular fractions from rat brain. within General Brain Science and Reviews.",high citation signal (120); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1042/BJ0730270,10.1042/BJ0730270,cf09a18855ddb4471d95a26e13059665e2f5160c
27,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,The synthesis of phosphatidic acid from diglyceride and adenosine triphosphate in extracts of brain microsomes.,"M. R. Hokin, L. Hokin",Journal of Biological Chemistry,119,122.37,Previous studies in several laboratories have shown that phosphatidic acid becomes labeled with P3% in cell-free preparations of brain during oxidative phosphorylation (l-3).,high citation signal (119); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0021-9258(18)70015-x,10.1016/s0021-9258(18)70015-x,ae97d6e38d1df67598aa172d66bdf313d4e300a3
28,1959,General Brain-AI Structure Reviews and Methods,brain-structure,Compounds in brain extracts causing spreading depression of cerebral cortical activity and contraction of crustacean muscle.,A. van Harreveld,Journal of Neurochemistry,118,99.22,Positions Compounds in brain extracts causing spreading depression of cerebral cortical activity and contraction of crustacean muscle. within General Brain Science and Reviews.,high citation signal (118); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/794f86ee73c0fd523b07a78a688c34e5d92379df,,794f86ee73c0fd523b07a78a688c34e5d92379df
29,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Activity of auditory neurons in upper levels of brain of cat.,"Y. Katsuki, T. Watanabe, N. Maruyama",Journal of Neurophysiology,117,121.07,"Positions Activity of auditory neurons in upper levels of brain of cat. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (117); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1152/JN.1959.22.4.343,10.1152/JN.1959.22.4.343,16890c7ffbe5759b42c5475223a12b8d77805034
30,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,A biochemical study of brain microsomes.,G. Toschi,Experimental Cell Research,106,129.31,Positions A biochemical study of brain microsomes. within General Brain Science and Reviews.,high citation signal (106); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0014-4827(59)90252-6,10.1016/0014-4827(59)90252-6,1f4ec8ebf68b1c8d5acdadcc065637cadfd09649
31,1959,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Rapid Cytochemical Identification of Phagosomes in Various Tissues of the Rat and their Differentiation from Mitochondria by the Peroxidase Method,W. Straus,The Journal of Biophysical and Biochemical Cytology,106,114.31,"1. Granules characterized by their ability to segregate foreign proteins (phagosomes) were identified in the cells of many rat organs after intravenous administration of horseradish peroxidase, by using the conventional test with benzidine for the histochemical detection of peroxidase.",high citation signal (106); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1083/jcb.5.2.193,10.1083/jcb.5.2.193,1eea9b9f554dcb50f85411c1b1a20d54fdf8888d
32,1959,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,The effect of fructose feeding on glycolytic enzyme activities of the normal rat liver.,"W. M. Fitch, R. Hill, I. Chaikoff",Journal of Biological Chemistry,102,113.63,A number of studies have brought to light the fact that substitution of fructose for glucose as the sole carbohydrate in a diet results in a profound change in the metabolic behavior of an animal.,high citation signal (102); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0021-9258(18)98127-5,10.1016/s0021-9258(18)98127-5,2ed2b2d60336ed5eab9cb79a249bf30d7141eee4
33,1959,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;connectome;neural-signals;clinical-neuroai,Evidence for the existence of an electroencephalographic synchronization mechanism originating in the lower brain stem.,"J. Cordeau, M. Mancia",Electroencephalography and Clinical Neurophysiology,100,103.87,"Positions Evidence for the existence of an electroencephalographic synchronization mechanism originating in the lower brain stem. within EEG, MEG, and Electrophysiology.",high citation signal (100); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0013-4694(59)90054-9,10.1016/0013-4694(59)90054-9,a4790d0b66f1344d1d72b7ddcc6cbdbfb6d3a22e
