rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
9,1985,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Differential lateralization for positive and negative emotion in the human brain: EEG spectral analysis.,"G. Ahern, G. Schwartz",Neuropsychologia,428,123.51,"Positions Differential lateralization for positive and negative emotion in the human brain: EEG spectral analysis. within EEG, MEG, and Electrophysiology.",high citation signal (428); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0028-3932(85)90081-8,10.1016/0028-3932(85)90081-8,3cc22dbf00a66e2c4c1a43f66114fef860bd82cc
10,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,An N-methylaspartate receptor-mediated synapse in rat cerebral cortex: a site of action of ketamine?,"A. Thomson, D. C. West, D. Lodge",Nature,427,134.26,"Positions An N-methylaspartate receptor-mediated synapse in rat cerebral cortex: a site of action of ketamine? within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (427); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/313479A0,10.1038/313479A0,e7b09359b387c83d261f3356bcda001456657022
11,1985,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,The role of cerebral cortex in the generation of voluntary saccades: a positron emission tomographic study.,"P. T. Fox, J. M. Fox, M. Raichle, R. Burde",Journal of Neurophysiology,421,123.21,Positions The role of cerebral cortex in the generation of voluntary saccades: a positron emission tomographic study. within General Brain Science and Reviews.,high citation signal (421); brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1152/JN.1985.54.2.348,10.1152/JN.1985.54.2.348,c0096856e5dd942f5eeeb4456e5f0e85301984af
12,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Immunocytochemical localization of choline acetyltransferase in rat cerebral cortex: A study of cholinergic neurons and synapses,"C. Houser, G. Crawford, P. Salvaterra, J. E. Vaughn",The Journal of comparative neurology,405,135.31,"Positions Immunocytochemical localization of choline acetyltransferase in rat cerebral cortex: A study of cholinergic neurons and synapses within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (405); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.902340103,10.1002/cne.902340103,0a90e5aa933689bc76b62357a308d4d1199de679
13,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"Biochemical characterization of a filtered synaptoneurosome preparation from guinea pig cerebral cortex: cyclic adenosine 3':5'-monophosphate- generating systems, receptors, and enzymes","E. Hollingsworth, E. McNeal, J. L. Burton, R. J. Williams, J. Daly, C. Creveling",Journal of Neuroscience,402,138.18,A particulate preparation was obtained by low speed centrifugation of guinea pig cerebral cortical homogenates prepared with a Krebs- Henseleit buffer.,high citation signal (402); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-08-02240.1985,10.1523/JNEUROSCI.05-08-02240.1985,0dffe48df267a69d4b4d84b25685cb2bd4828532
14,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Placode and neural crest-derived sensory neurons are responsive at early developmental stages to brain-derived neurotrophic factor.,"R. Lindsay, H. Thoenen, Y. Barde",Developmental Biology,382,120.26,"Positions Placode and neural crest-derived sensory neurons are responsive at early developmental stages to brain-derived neurotrophic factor. within Brain Development, Plasticity, and Connectomics.",high citation signal (382); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0012-1606(85)90402-6,10.1016/0012-1606(85)90402-6,394370361d5f491ccff22dab56c3c764d5905baf
15,1985,"Connectomics, Graph Models, and Brain Networks",brain-structure;connectome,Studies on the phosphorylation of myelin basic protein by protein kinase C and adenosine 3':5'-monophosphate-dependent protein kinase.,"A. Kishimoto, K. Nishiyama, H. Nakanishi, Y. Uratsuji, H. Nomura, Y. Takeyama, et al.",Journal of Biological Chemistry,358,137.3,The substrate specificity of protein kinase C was studied and compared with that of cyclic AMP-dependent protein kinase (protein kinase A) by using bovine brain myelin basic protein as a model substrate.,high citation signal (358); open-access PDF metadata; brain-structure signal,"Graph results can depend strongly on parcellation, thresholding, acquisition, and preprocessing choices.; Correlation networks are often interpreted more causally than the evidence supports.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0021-9258(17)38898-1,10.1016/s0021-9258(17)38898-1,42068d0c331fcc7893e6f33b5417b8949c16c6f2
16,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neuroimaging,"Depletion of norepinephrine, but not serotonin, reduces long-term potentiation in the dentate gyrus of rat hippocampal slices","P. Stanton, J. Sarvey",Journal of Neuroscience,314,132.95,"Long-term potentiation (LTP) in the hippocampus is a long-lasting enhancement of synaptic efficacy produced by a brief, high frequency repetitive stimulation of afferents.",high citation signal (314); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1523/JNEUROSCI.05-08-02169.1985,10.1523/JNEUROSCI.05-08-02169.1985,8f66a8f0eea1306422213c3261f151d802fe2eb1
17,1985,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Galanin-like immunoreactivity in cholinergic neurons of the septum-basal forebrain complex projecting to the hippocampus of the rat.,"T. Melander, W. Staines, T. Hökfelt, Åke Rökaeus, F. Eckenstein, P. Salvaterra, et al.",Brain Research,312,128.63,"Positions Galanin-like immunoreactivity in cholinergic neurons of the septum-basal forebrain complex projecting to the hippocampus of the rat. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (312); recognized venue; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0006-8993(85)91228-4,10.1016/0006-8993(85)91228-4,010d30f520faeed9aa72ddbd3672a3de4db00c8a
18,1985,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neural-signals,In Vivo Regulation of [3H]Acetylcholine Recognition Sites in Brain by Nicotinic Cholinergic Drugs,"R. D. Schwartz, K. Kellar",Journal of Neurochemistry,309,119.66,"Positions In Vivo Regulation of [3H]Acetylcholine Recognition Sites in Brain by Nicotinic Cholinergic Drugs within EEG, MEG, and Electrophysiology.",high citation signal (309); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1111/j.1471-4159.1985.tb04005.x,10.1111/j.1471-4159.1985.tb04005.x,440ef304d031a146c0e23501c8ad27e21fc9359b
19,1985,Structural Neuroimaging and AI,brain-structure;machine-learning,Revision of the world health organization classification of brain tumors for childhood brain tumors,"L. Rorke, F. Gilles, R. Davis, L. Becker",Cancer,295,139.83,Positions Revision of the world health organization classification of brain tumors for childhood brain tumors within Clinical Neurology and Neurodegeneration.,high citation signal (295); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1002/1097-0142(19851001)56:7+<1869::AID-CNCR2820561330>3.0.CO;2-0,10.1002/1097-0142(19851001)56:7+<1869::AID-CNCR2820561330>3.0.CO;2-0,0940c5416ef306e031001467463e3f380560661e
20,1985,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neural-signals,Characterization of the 5-HT1B recognition site in rat brain: binding studies with (-)[125I]iodocyanopindolol.,"D. Hoyer, G. Engel, H. Kalkman",European Journal of Pharmacology,277,117.7,"Positions Characterization of the 5-HT1B recognition site in rat brain: binding studies with (-)[125I]iodocyanopindolol. within EEG, MEG, and Electrophysiology.",high citation signal (277); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/0014-2999(85)90657-0,10.1016/0014-2999(85)90657-0,434a89c8238e710d03533756c447fc6a06f2774d
